iter	Logloss
328	0.3797641621
329	0.3796857874
330	0.3793282217
331	0.3790690456
332	0.3788936002
333	0.3787433966
334	0.3786523213
335	0.3785173862
336	0.3783497026
337	0.3779864907
338	0.3778136899
339	0.3775902958
340	0.3773750978
341	0.3772152711
342	0.3769556835
343	0.3768068875
344	0.3766362265
345	0.3764656085
346	0.3763380647
347	0.3761480507
348	0.3759495545
349	0.3758071965
350	0.3756722805
351	0.3754881561
352	0.3753239334
353	0.375110292
354	0.3749325017
355	0.3748050351
356	0.3746970266
357	0.3744759392
358	0.3742702527
359	0.3740973075
360	0.3738853527
361	0.3736979142
362	0.3735148463
363	0.3732497441
364	0.3731124097
365	0.3729504494
366	0.3726800957
367	0.3723885184
368	0.3722697105
369	0.3719867356
370	0.371817994
371	0.3715497175
372	0.3713393681
373	0.3712425293
374	0.3710591234
375	0.3709795253
376	0.3703507798
377	0.3702256284
378	0.3700647528
379	0.3698809311
380	0.3697463968
381	0.3695522917
382	0.3690864463
383	0.3689052642
384	0.3686307666
385	0.3683905172
386	0.3682399845
387	0.3680831653
388	0.3680059131
389	0.367838704
390	0.3676807633
391	0.3671298106
392	0.3668738803
393	0.3667995922
394	0.3665616089
395	0.366446965
396	0.3663371685
397	0.3661422956
398	0.3657721656
399	0.3654475285
400	0.3651168692
401	0.3650285065
402	0.3648968346
403	0.36472853
404	0.3645854207
405	0.3644706155
406	0.3643235373
407	0.364249838
408	0.3639656555
409	0.3638158433
410	0.3636562851
411	0.3634731428
412	0.363193604
413	0.3630189019
414	0.3629114219
415	0.3627070271
416	0.3625313094
417	0.3624367893
418	0.362271446
419	0.3621735235
420	0.3620128145
421	0.3617740756
422	0.3616578029
423	0.36147601
424	0.3613588267
425	0.3612719234
426	0.3609119513
427	0.360802521
428	0.3606657642
429	0.3604910475
430	0.360317284
431	0.3600398159
432	0.35984399
433	0.3596669032
434	0.3593935832
435	0.3591653694
436	0.3589801649
437	0.3588331056
438	0.3587126183
439	0.3583863434
440	0.3581761427
441	0.3579138762
442	0.3577569585
443	0.3576501108
444	0.3573857839
445	0.3571133319
446	0.3569205613
447	0.3566700358
448	0.3566103036
449	0.3564741157
450	0.3561172652
451	0.3560234754
452	0.3558659182
453	0.35557124
454	0.3554205468
455	0.3552194764
456	0.3550941085
457	0.3550095932
458	0.3548955756
459	0.3546458193
460	0.3544175771
461	0.3541813725
462	0.3538716062
463	0.3536979525
464	0.3535882645
465	0.3534212532
466	0.3533053098
467	0.3531389261
468	0.3530820677
469	0.3528855035
470	0.3525855594
471	0.3523783559
472	0.3523160023
473	0.3521542739
474	0.3519969907
475	0.3518696289
476	0.3517558456
477	0.3516118953
478	0.3513369338
479	0.3511402712
480	0.3510128862
481	0.3507820033
482	0.3505882677
483	0.3504739028
484	0.3503091077
485	0.3501515195
486	0.3500760046
487	0.3499839832
488	0.3498007605
489	0.3496124953
490	0.3494374799
491	0.3492184311
492	0.3491327562
493	0.3488802593
494	0.3485949833
495	0.3483645354
496	0.3482728804
497	0.3481754014
498	0.348005549
499	0.3478437423
500	0.3476621569
501	0.3474946941
502	0.3473844668
503	0.3472743319
504	0.3470561951
505	0.3468982197
506	0.3467328986
507	0.3466210662
508	0.3464298966
509	0.3462896806
510	0.3461671067
511	0.3459239421
512	0.3456692675
513	0.3455587545
514	0.3454210419
515	0.3452792705
516	0.3452242753
517	0.3450622177
518	0.3448690925
519	0.3447008041
520	0.3445966851
521	0.3444309124
522	0.3442996896
523	0.344178179
524	0.3439791849
525	0.3438848925
526	0.3436520374
527	0.3434835758
528	0.3433491232
529	0.3431299792
530	0.3429680409
531	0.3428403637
532	0.3427161529
533	0.3425623808
534	0.3424180573
535	0.3422501688
536	0.3421183604
537	0.342019726
538	0.3418928879
539	0.3417852467
540	0.3416591708
541	0.3415042663
542	0.3414373987
543	0.3413300854
544	0.3411916665
545	0.3410793298
546	0.3409265209
547	0.3408062781
548	0.3406947023
549	0.3405656155
550	0.3404081372
551	0.3402741775
552	0.3401612831
553	0.3400028579
554	0.3398484079
555	0.3396994217
556	0.3395746038
557	0.3394060884
558	0.3393313609
559	0.3391672216
560	0.3390667102
561	0.3389735401
562	0.3386427175
563	0.3385006741
564	0.3384154525
565	0.3383163806
566	0.3382086632
567	0.3381317373
568	0.3379960453
569	0.3378784259
570	0.3377834865
571	0.3376757806
572	0.3376369728
573	0.3375197308
574	0.337431709
575	0.3373213585
576	0.3370998954
577	0.3370151326
578	0.336903152
579	0.336737127
580	0.3366053042
581	0.3364332139
582	0.3362500394
583	0.3361400682
584	0.3360555891
585	0.3359713545
586	0.3358161484
587	0.3357252286
588	0.3356730678
589	0.3354842249
590	0.3353131026
591	0.3352138138
592	0.3350026036
593	0.3348203545
594	0.3346379626
595	0.3344870934
596	0.3344238175
597	0.334204805
598	0.3341062047
599	0.3339528109
600	0.333817143
601	0.3336958792
602	0.3335687379
603	0.3334432274
604	0.333340686
605	0.3332286465
606	0.3330602207
607	0.3329569043
608	0.3328413248
609	0.3327348128
610	0.3325818971
611	0.3324171241
612	0.3323305699
613	0.332208455
614	0.3321195531
615	0.3320012716
616	0.3318706011
617	0.331741086
618	0.3316272972
619	0.3315545916
620	0.3313853942
621	0.3312379316
622	0.3311372631
623	0.3310507055
624	0.3308277753
625	0.3307086529
626	0.330606682
627	0.3305689389
628	0.3304888391
629	0.3302448543
630	0.3301459156
631	0.3300682714
632	0.3298642093
633	0.3298014857
634	0.3296367124
635	0.3295822693
636	0.3294956201
637	0.329292174
638	0.3291922348
639	0.3290901997
640	0.3287135398
641	0.3285716189
642	0.3284953392
643	0.3283394378
644	0.3282129091
645	0.3281268112
646	0.327917549
647	0.3278254607
648	0.3276776776
649	0.3276264843
650	0.3274732265
651	0.3273826188
652	0.327247385
653	0.3270930839
654	0.3269355825
655	0.326838755
656	0.3267534341
657	0.3266724712
658	0.3265893942
659	0.3265504453
660	0.3262265486
661	0.3260919479
662	0.3259705459
663	0.3258318948
664	0.3256639083
665	0.3254794096
666	0.3253594998
667	0.3252600223
668	0.324952199
669	0.3247507465
670	0.3246560331
671	0.3245477832
672	0.3244356727
673	0.3243221854
674	0.3242444407
675	0.3241609674
676	0.3241063017
677	0.3238180579
678	0.3237141327
679	0.3235873268
680	0.323462686
681	0.3233445613
682	0.3231145008
683	0.3229939223
684	0.3228981612
685	0.3227761791
686	0.3226704736
687	0.3226041928
688	0.3225057502
689	0.3222640991
690	0.3221510657
691	0.3219620716
692	0.3217550424
693	0.321574955
694	0.3214896306
695	0.3213686493
696	0.3212908145
697	0.3211713662
698	0.321005921
699	0.3206932912
700	0.3206258797
701	0.3205051974
702	0.3203801248
703	0.3202390851
704	0.3201187817
705	0.3200260056
706	0.3198977012
707	0.3197083626
708	0.3195970051
709	0.319471159
710	0.3193231179
711	0.319049447
712	0.3189417315
713	0.3187052901
714	0.3186502543
715	0.3186130701
716	0.3185032664
717	0.3184140741
718	0.3183717642
719	0.3182719267
720	0.3181694113
721	0.3180775436
722	0.3180037842
723	0.3179071587
724	0.3178313379
725	0.3177847521
726	0.3176902733
727	0.3175194809
728	0.3174484305
729	0.3173426411
730	0.3172330847
731	0.3171518337
732	0.3170362171
733	0.3168669724
734	0.3167939746
735	0.3166466291
736	0.3165921517
737	0.3165332169
738	0.3164640961
739	0.3163888469
740	0.3162249643
741	0.3160855108
742	0.315991877
743	0.3158262964
744	0.3157087578
745	0.3156567073
746	0.315548072
747	0.3154265381
748	0.315322586
749	0.3152877167
750	0.3151979254
751	0.3151232071
752	0.3150471945
753	0.3149757213
754	0.3149346244
755	0.3147535111
756	0.3146351164
757	0.3145640528
758	0.3144831069
759	0.3143507234
760	0.3142141912
761	0.3141657449
762	0.3139008282
763	0.3138427104
764	0.3137128121
765	0.3136050253
766	0.3135142937
767	0.3133995716
768	0.3133018909
769	0.3132062031
770	0.3131438684
771	0.3130294555
772	0.3129749603
773	0.3128912381
774	0.3127991041
775	0.3127347362
776	0.3126615137
777	0.312544828
778	0.3124724956
779	0.3123881288
780	0.3122615551
781	0.312174741
782	0.3120793744
783	0.3119973788
784	0.3119542709
785	0.3118290113
786	0.3117671981
787	0.3116315943
788	0.3115319401
789	0.3114429765
790	0.3113650008
791	0.3112544642
792	0.3111072342
793	0.3110344263
794	0.3109590395
795	0.3108444353
796	0.310747375
797	0.3106861424
798	0.3106513135
799	0.3105754054
800	0.3104649101
801	0.3102714465
802	0.3101595414
803	0.3100469663
804	0.3098866673
805	0.3097986115
806	0.3097772751
807	0.3096211187
808	0.3094841625
809	0.3093875033
810	0.3093316837
811	0.3092391371
812	0.3091656591
813	0.3090705247
814	0.308992082
815	0.3088728905
816	0.3087165113
817	0.3085022435
818	0.3084075972
819	0.3082969947
820	0.3082161123
821	0.3081665369
822	0.308091874
823	0.3079384141
824	0.3078839193
825	0.307853292
826	0.3077769377
827	0.3076743294
828	0.3076311261
829	0.307542979
830	0.3074674553
831	0.3073001679
832	0.3072252986
833	0.3071067562
834	0.3070136816
835	0.3069324862
836	0.306852654
837	0.3068070516
838	0.3067305231
839	0.3066578532
840	0.3065715647
841	0.3065273762
842	0.3063975295
843	0.3062810841
844	0.306170899
845	0.306119863
846	0.3060344364
847	0.3059628367
848	0.305784174
849	0.3056986318
850	0.3055754901
851	0.3053733028
852	0.3053208737
853	0.3052494379
854	0.3051037882
855	0.3050286012
856	0.3049745586
857	0.3048712211
858	0.3047914061
859	0.3046946295
860	0.3046143782
861	0.304539525
862	0.3044690288
863	0.3043575477
864	0.3041563044
865	0.3040417444
866	0.3039319642
867	0.303827111
868	0.3037279007
869	0.3036529393
870	0.3035443488
871	0.303468941
872	0.3034117044
873	0.3033222329
874	0.3032290939
875	0.3031589843
876	0.3031095136
877	0.3030124117
878	0.3029111793
879	0.3027726205
880	0.302707475
881	0.3025801257
882	0.3024929702
883	0.3024176586
884	0.3023038112
885	0.3022296944
886	0.3021602871
887	0.3020961518
888	0.301981015
889	0.3018724981
890	0.301770905
891	0.301704594
892	0.3016100036
893	0.3014363374
894	0.3013185996
895	0.3012486346
896	0.3011567552
897	0.3010776033
898	0.3010302852
899	0.300956817
900	0.3009124355
901	0.3008548108
902	0.300729342
903	0.3006342102
904	0.300506669
905	0.300420524
906	0.3003544897
907	0.3002838201
908	0.3001875849
909	0.300142301
910	0.3000403302
911	0.2999757496
912	0.299908529
913	0.299846264
914	0.299728991
915	0.2996426128
916	0.2995203966
917	0.2994240953
918	0.2993444564
919	0.2992830257
920	0.2992159596
921	0.2991149921
922	0.2990570656
923	0.2989300304
924	0.2988537301
925	0.2987283434
926	0.2986769996
927	0.298614525
928	0.2985276252
929	0.2984731401
930	0.2983880654
931	0.298334236
932	0.2982887747
933	0.2981850401
934	0.2980905327
935	0.2979772822
936	0.2979306616
937	0.2978511209
938	0.2976574751
939	0.297579418
940	0.2975382173
941	0.2975112402
942	0.2974349587
943	0.2973718783
944	0.2972903544
945	0.2972285717
946	0.2971667988
947	0.2970822119
948	0.2970462147
949	0.2969075386
950	0.2967742334
951	0.2966477016
952	0.2965652439
953	0.2964894436
954	0.2964559222
955	0.2963976508
956	0.2963182824
957	0.2962310501
958	0.2961851628
959	0.2961062411
960	0.2959918584
961	0.2959277632
962	0.2958252435
963	0.2957678631
964	0.2957046037
965	0.295674958
966	0.295623893
967	0.2955505014
968	0.2954659126
969	0.2954123226
970	0.2952837372
971	0.2952099448
972	0.2951429123
973	0.2950435383
974	0.2949519504
975	0.2948751592
976	0.2947527391
977	0.2946958428
978	0.2946601515
979	0.2945752988
980	0.2944824785
981	0.2944299403
982	0.2943335288
983	0.2943066566
984	0.2942364561
985	0.294167529
986	0.2941033785
987	0.2940428994
988	0.2939808541
989	0.2938266552
990	0.2937312376
991	0.2936689879
992	0.2935683049
993	0.2935208183
994	0.2934452891
995	0.2933490977
996	0.2933114521
997	0.2932624879
998	0.2932166167
999	0.2931700008
